source_response_id,version_key,segment,submitted_at,feature,frequency_raw,used_yn,frequency_score,feature_csat,csat_accuracy,csat_sources
49,v2_CSM,CSM,2025-11-03 04:20:16+00,matrix,,,,,,
49,v2_CSM,CSM,2025-11-03 04:20:16+00,research,Nein,f,0,,,
50,v2_CSM,CSM,2025-11-03 06:48:26+00,matrix,Nein,f,0,,,
50,v2_CSM,CSM,2025-11-03 06:48:26+00,research,Ja,t,4,6.0,5.0,3.0
51,v2_CSM,CSM,2025-11-03 07:51:19+00,matrix,Nein,f,0,,,
51,v2_CSM,CSM,2025-11-03 07:51:19+00,research,Ja,t,4,7.0,7.0,8.0
52,v2_CSM,CSM,2025-11-04 00:02:21+00,matrix,,,,,,
52,v2_CSM,CSM,2025-11-04 00:02:21+00,research,Ja,t,4,7.0,7.0,7.0
53,v2_CSM,CSM,2025-11-04 23:16:14+00,matrix,Nein,f,0,,,
53,v2_CSM,CSM,2025-11-04 23:16:14+00,research,Ja,t,4,5.0,5.0,2.0
54,v2_CSM,CSM,2025-11-05 08:20:06+00,matrix,,,,,,
54,v2_CSM,CSM,2025-11-05 08:20:06+00,research,Ja,t,4,8.0,8.0,7.0
55,v2_CSM,CSM,2025-11-06 03:50:05+00,matrix,,,,,,
55,v2_CSM,CSM,2025-11-06 03:50:05+00,research,Ja,t,4,7.0,8.0,6.0
56,v2_CSM,CSM,2025-11-06 06:45:47+00,matrix,Nein,f,0,,,
56,v2_CSM,CSM,2025-11-06 06:45:47+00,research,Ja,t,4,8.0,7.0,8.0
57,v2_CSM,CSM,2025-11-06 09:33:01+00,matrix,,,,,,
57,v2_CSM,CSM,2025-11-06 09:33:01+00,research,Ja,t,4,6.0,7.0,8.0
58,v2_CSM,CSM,2025-11-06 13:03:21+00,matrix,,,,,,
58,v2_CSM,CSM,2025-11-06 13:03:21+00,research,Ja,t,4,8.0,8.0,7.0
59,v2_CSM,CSM,2025-11-10 02:50:59+00,matrix,,,,,,
59,v2_CSM,CSM,2025-11-10 02:50:59+00,research,Ja,t,4,5.0,6.0,4.0
60,v2_CSM,CSM,2025-11-10 03:06:18+00,matrix,,,,,,
60,v2_CSM,CSM,2025-11-10 03:06:18+00,research,Ja,t,4,4.0,5.0,4.0
61,v2_CSM,CSM,2025-11-10 04:49:06+00,matrix,Nein,f,0,,,
61,v2_CSM,CSM,2025-11-10 04:49:06+00,research,Ja,t,4,8.0,7.0,7.0
62,v2_CSM,CSM,2025-11-11 04:35:40+00,matrix,Nein,f,0,,,
62,v2_CSM,CSM,2025-11-11 04:35:40+00,research,Ja,t,4,10.0,8.0,10.0
63,v2_CSM,CSM,2025-11-11 13:39:11+00,matrix,Nein,f,0,,,
63,v2_CSM,CSM,2025-11-11 13:39:11+00,research,Ja,t,4,9.0,8.0,10.0
64,v2_CSM,CSM,2025-11-11 23:59:18+00,matrix,,,,,,
64,v2_CSM,CSM,2025-11-11 23:59:18+00,research,Ja,t,4,8.0,7.0,8.0
65,v2_CSM,CSM,2025-11-12 07:07:45+00,matrix,,,,,,
65,v2_CSM,CSM,2025-11-12 07:07:45+00,research,Ja,t,4,10.0,8.0,9.0
66,v2_CSM,CSM,2025-11-13 00:44:28+00,matrix,Nein,f,0,,,
66,v2_CSM,CSM,2025-11-13 00:44:28+00,research,Ja,t,4,5.0,4.0,4.0
67,v2_CSM,CSM,2025-11-13 00:49:19+00,matrix,Ja,t,4,9.0,,
67,v2_CSM,CSM,2025-11-13 00:49:19+00,research,Ja,t,4,7.0,7.0,7.0
68,v2_CSM,CSM,2025-11-14 02:25:13+00,matrix,Nein,f,0,,,
68,v2_CSM,CSM,2025-11-14 02:25:13+00,research,Ja,t,4,6.0,6.0,6.0
69,v2_CSM,CSM,2025-11-14 07:48:25+00,matrix,Nein,f,0,,,
69,v2_CSM,CSM,2025-11-14 07:48:25+00,research,Ja,t,4,8.0,7.0,9.0
70,v2_CSM,CSM,2025-11-17 01:10:50+00,matrix,,,,,,
70,v2_CSM,CSM,2025-11-17 01:10:50+00,research,Ja,t,4,8.0,8.0,9.0
71,v2_CSM,CSM,2025-11-18 06:07:31+00,matrix,,,,,,
71,v2_CSM,CSM,2025-11-18 06:07:31+00,research,Ja,t,4,8.0,8.0,6.0
72,v2_CSM,CSM,2025-11-18 06:28:44+00,matrix,,,,,,
72,v2_CSM,CSM,2025-11-18 06:28:44+00,research,Ja,t,4,7.0,7.0,7.0
73,v2_CSM,CSM,2025-11-18 23:51:15+00,matrix,Nein,f,0,,,
73,v2_CSM,CSM,2025-11-18 23:51:15+00,research,Ja,t,4,7.0,6.0,3.0
74,v2_CSM,CSM,2025-11-19 07:52:34+00,matrix,,,,,,
74,v2_CSM,CSM,2025-11-19 07:52:34+00,research,Ja,t,4,8.0,8.0,9.0
75,v2_CSM,CSM,2025-11-19 08:32:22+00,matrix,Nein,f,0,,,
75,v2_CSM,CSM,2025-11-19 08:32:22+00,research,Ja,t,4,5.0,4.0,9.0
76,v2_CSM,CSM,2025-11-19 09:00:17+00,matrix,Nein,f,0,,,
76,v2_CSM,CSM,2025-11-19 09:00:17+00,research,Ja,t,4,8.0,8.0,8.0
77,v2_CSM,CSM,2025-11-20 01:22:16+00,matrix,Ja,t,4,10.0,,
77,v2_CSM,CSM,2025-11-20 01:22:16+00,research,Ja,t,4,9.0,9.0,10.0
78,v2_CSM,CSM,2025-11-20 04:40:56+00,matrix,Nein,f,0,,,
78,v2_CSM,CSM,2025-11-20 04:40:56+00,research,Ja,t,4,8.0,7.0,6.0
79,v2_CSM,CSM,2025-11-20 05:21:52+00,matrix,,,,,,
79,v2_CSM,CSM,2025-11-20 05:21:52+00,research,Ja,t,4,7.0,7.0,8.0
80,v2_CSM,CSM,2025-11-20 13:05:13+00,matrix,Nein,f,0,,,
80,v2_CSM,CSM,2025-11-20 13:05:13+00,research,Ja,t,4,6.0,7.0,5.0
81,v2_CSM,CSM,2025-11-24 08:39:41+00,matrix,Nein,f,0,,,
81,v2_CSM,CSM,2025-11-24 08:39:41+00,research,Ja,t,4,7.0,7.0,6.0
82,v2_CSM,CSM,2025-11-25 01:02:58+00,matrix,Ja,t,4,9.0,,
82,v2_CSM,CSM,2025-11-25 01:02:58+00,research,Ja,t,4,9.0,8.0,7.0
83,v2_CSM,CSM,2025-11-26 03:28:02+00,matrix,,,,,,
83,v2_CSM,CSM,2025-11-26 03:28:02+00,research,Ja,t,4,5.0,5.0,5.0
84,v2_CSM,CSM,2025-11-26 03:34:43+00,matrix,Ja,t,4,3.0,,
84,v2_CSM,CSM,2025-11-26 03:34:43+00,research,Ja,t,4,8.0,8.0,9.0
85,v2_CSM,CSM,2025-11-26 03:43:23+00,matrix,Nein,f,0,,,
85,v2_CSM,CSM,2025-11-26 03:43:23+00,research,Ja,t,4,6.0,6.0,7.0
86,v2_CSM,CSM,2025-11-27 02:51:24+00,matrix,,,,,,
86,v2_CSM,CSM,2025-11-27 02:51:24+00,research,Ja,t,4,6.0,6.0,7.0
87,v2_CSM,CSM,2025-11-27 07:05:54+00,matrix,Nein,f,0,,,
87,v2_CSM,CSM,2025-11-27 07:05:54+00,research,Ja,t,4,9.0,8.0,10.0
88,v2_CSM,CSM,2025-11-28 00:29:59+00,matrix,Ja,t,4,7.0,,
88,v2_CSM,CSM,2025-11-28 00:29:59+00,research,Ja,t,4,5.0,3.0,3.0
89,v2_CSM,CSM,2025-11-28 02:43:14+00,matrix,Ja,t,4,6.0,,
89,v2_CSM,CSM,2025-11-28 02:43:14+00,research,Ja,t,4,8.0,8.0,7.0
90,v2_CSM,CSM,2025-11-28 05:47:44+00,matrix,Nein,f,0,,,
90,v2_CSM,CSM,2025-11-28 05:47:44+00,research,Ja,t,4,7.0,7.0,7.0
91,v2_CSM,CSM,2025-11-28 08:10:01+00,matrix,Ja,t,4,6.0,,
91,v2_CSM,CSM,2025-11-28 08:10:01+00,research,Ja,t,4,8.0,8.0,9.0
92,v2_CSM,CSM,2025-11-30 15:46:04+00,matrix,,,,,,
92,v2_CSM,CSM,2025-11-30 15:46:04+00,research,Ja,t,4,3.0,4.0,3.0
93,v2_CSM,CSM,2025-12-02 03:55:39+00,matrix,,,,,,
93,v2_CSM,CSM,2025-12-02 03:55:39+00,research,Ja,t,4,5.0,3.0,3.0
94,v2_CSM,CSM,2025-12-02 08:17:42+00,matrix,Nein,f,0,,,
94,v2_CSM,CSM,2025-12-02 08:17:42+00,research,Ja,t,4,8.0,8.0,8.0
95,v2_CSM,CSM,2025-12-08 04:49:52+00,matrix,Nein,f,0,,,
95,v2_CSM,CSM,2025-12-08 04:49:52+00,research,Ja,t,4,8.0,7.0,6.0
96,v2_CSM,CSM,2025-12-10 00:42:46+00,matrix,,,,,,
96,v2_CSM,CSM,2025-12-10 00:42:46+00,research,Ja,t,4,4.0,3.0,3.0
97,v2_CSM,CSM,2025-12-16 01:45:14+00,matrix,Nein,f,0,,,
97,v2_CSM,CSM,2025-12-16 01:45:14+00,research,Ja,t,4,8.0,7.0,8.0
98,v2_CSM,CSM,2025-12-16 01:45:44+00,matrix,Nein,f,0,,,
98,v2_CSM,CSM,2025-12-16 01:45:44+00,research,Ja,t,4,10.0,10.0,10.0
99,v2_CSM,CSM,2025-12-16 02:14:33+00,matrix,Nein,f,0,,,
99,v2_CSM,CSM,2025-12-16 02:14:33+00,research,Ja,t,4,7.0,8.0,8.0
100,v2_CSM,CSM,2025-12-16 03:23:02+00,matrix,,,,,,
100,v2_CSM,CSM,2025-12-16 03:23:02+00,research,Ja,t,4,5.0,6.0,8.0
101,v2_CSM,CSM,2025-12-16 03:53:51+00,matrix,Nein,f,0,,,
101,v2_CSM,CSM,2025-12-16 03:53:51+00,research,Ja,t,4,7.0,7.0,5.0
102,v2_CSM,CSM,2025-12-16 06:43:56+00,matrix,Nein,f,0,,,
102,v2_CSM,CSM,2025-12-16 06:43:56+00,research,Ja,t,4,7.0,7.0,6.0
103,v2_CSM,CSM,2025-12-18 06:26:26+00,matrix,,,,,,
103,v2_CSM,CSM,2025-12-18 06:26:26+00,research,Ja,t,4,8.0,7.0,7.0
104,v2_CSM,CSM,2025-12-19 06:39:26+00,matrix,,,,,,
104,v2_CSM,CSM,2025-12-19 06:39:26+00,research,Ja,t,4,8.0,8.0,8.0
105,v2_CSM,CSM,2025-12-19 06:40:35+00,matrix,Nein,f,0,,,
105,v2_CSM,CSM,2025-12-19 06:40:35+00,research,Ja,t,4,7.0,6.0,8.0
106,v2_CSM,CSM,2025-12-19 06:42:28+00,matrix,Nein,f,0,,,
106,v2_CSM,CSM,2025-12-19 06:42:28+00,research,Ja,t,4,6.0,6.0,5.0
107,v2_CSM,CSM,2025-12-19 06:48:02+00,matrix,Nein,f,0,,,
107,v2_CSM,CSM,2025-12-19 06:48:02+00,research,Ja,t,4,5.0,5.0,
108,v2_CSM,CSM,2025-12-19 06:56:41+00,matrix,Nein,f,0,,,
108,v2_CSM,CSM,2025-12-19 06:56:41+00,research,Ja,t,4,7.0,10.0,7.0
109,v2_CSM,CSM,2025-12-19 07:17:53+00,matrix,Nein,f,0,,,
109,v2_CSM,CSM,2025-12-19 07:17:53+00,research,Ja,t,4,10.0,8.0,10.0
110,v2_CSM,CSM,2025-12-19 07:53:01+00,matrix,Nein,f,0,,,
110,v2_CSM,CSM,2025-12-19 07:53:01+00,research,Ja,t,4,8.0,8.0,4.0
111,v2_CSM,CSM,2025-12-21 05:36:08+00,matrix,Nein,f,0,,,
111,v2_CSM,CSM,2025-12-21 05:36:08+00,research,Ja,t,4,8.0,8.0,7.0
112,v2_CSM,CSM,2025-12-21 23:38:59+00,matrix,Nein,f,0,,,
112,v2_CSM,CSM,2025-12-21 23:38:59+00,research,Ja,t,4,7.0,7.0,6.0
113,v2_CSM,CSM,2025-12-21 23:58:59+00,matrix,,,,,,
113,v2_CSM,CSM,2025-12-21 23:58:59+00,research,Ja,t,4,6.0,5.0,5.0
114,v2_CSM,CSM,2025-12-28 23:11:57+00,matrix,Nein,f,0,,,
114,v2_CSM,CSM,2025-12-28 23:11:57+00,research,Ja,t,4,9.0,8.0,7.0
115,v2_CSM,CSM,2026-01-02 00:58:26+00,matrix,Nein,f,0,,,
115,v2_CSM,CSM,2026-01-02 00:58:26+00,research,Ja,t,4,8.0,8.0,5.0
116,v2_CSM,CSM,2026-01-02 01:01:56+00,matrix,Nein,f,0,,,
116,v2_CSM,CSM,2026-01-02 01:01:56+00,research,Ja,t,4,7.0,7.0,8.0
117,v2_CSM,CSM,2026-01-02 04:40:48+00,matrix,,,,,,
117,v2_CSM,CSM,2026-01-02 04:40:48+00,research,Ja,t,4,2.0,5.0,2.0
118,v2_CSM,CSM,2026-01-04 04:23:03+00,matrix,Nein,f,0,,,
118,v2_CSM,CSM,2026-01-04 04:23:03+00,research,Ja,t,4,5.0,4.0,
119,v2_CSM,CSM,2026-01-05 00:05:18+00,matrix,,,,,,
119,v2_CSM,CSM,2026-01-05 00:05:18+00,research,Ja,t,4,8.0,8.0,7.0
120,v2_CSM,CSM,2026-01-05 02:00:29+00,matrix,,,,,,
120,v2_CSM,CSM,2026-01-05 02:00:29+00,research,Ja,t,4,7.0,7.0,6.0
121,v2_CSM,CSM,2026-01-05 09:14:56+00,matrix,Nein,f,0,,,
121,v2_CSM,CSM,2026-01-05 09:14:56+00,research,Ja,t,4,9.0,9.0,9.0
122,v2_CSM,CSM,2026-01-07 02:11:08+00,matrix,Nein,f,0,,,
122,v2_CSM,CSM,2026-01-07 02:11:08+00,research,Ja,t,4,7.0,7.0,5.0
123,v2_CSM,CSM,2026-01-12 02:38:26+00,matrix,,,,,,
123,v2_CSM,CSM,2026-01-12 02:38:26+00,research,Ja,t,4,10.0,10.0,10.0
124,v2_CSM,CSM,2026-01-12 05:57:30+00,matrix,Nein,f,0,,,
124,v2_CSM,CSM,2026-01-12 05:57:30+00,research,Ja,t,4,8.0,8.0,7.0
125,v2_CSM,CSM,2026-01-12 12:30:49+00,matrix,Nein,f,0,,,
125,v2_CSM,CSM,2026-01-12 12:30:49+00,research,Ja,t,4,7.0,8.0,6.0
126,v2_CSM,CSM,2026-01-13 04:24:41+00,matrix,Ja,t,4,7.0,,
126,v2_CSM,CSM,2026-01-13 04:24:41+00,research,Ja,t,4,10.0,8.0,9.0
127,v2_CSM,CSM,2026-01-13 05:59:47+00,matrix,Nein,f,0,,,
127,v2_CSM,CSM,2026-01-13 05:59:47+00,research,Ja,t,4,9.0,9.0,9.0
128,v2_CSM,CSM,2026-01-13 07:53:21+00,matrix,Nein,f,0,,,
128,v2_CSM,CSM,2026-01-13 07:53:21+00,research,Ja,t,4,8.0,8.0,9.0
129,v2_CSM,CSM,2026-01-13 10:07:20+00,matrix,Nein,f,0,,,
129,v2_CSM,CSM,2026-01-13 10:07:20+00,research,Ja,t,4,9.0,9.0,
130,v2_CSM,CSM,2026-01-14 05:20:02+00,matrix,Nein,f,0,,,
130,v2_CSM,CSM,2026-01-14 05:20:02+00,research,Ja,t,4,10.0,10.0,10.0
131,v2_CSM,CSM,2026-01-15 01:23:04+00,matrix,,,,,,
131,v2_CSM,CSM,2026-01-15 01:23:04+00,research,Ja,t,4,9.0,9.0,
132,v2_CSM,CSM,2026-01-15 07:29:55+00,matrix,,,,,,
132,v2_CSM,CSM,2026-01-15 07:29:55+00,research,Ja,t,4,9.0,9.0,9.0
133,v2_CSM,CSM,2026-01-15 07:32:25+00,matrix,,,,,,
133,v2_CSM,CSM,2026-01-15 07:32:25+00,research,Ja,t,4,7.0,7.0,9.0
134,v2_CSM,CSM,2026-01-16 05:31:45+00,matrix,Nein,f,0,,,
134,v2_CSM,CSM,2026-01-16 05:31:45+00,research,Ja,t,4,10.0,8.0,8.0
135,v2_CSM,CSM,2026-01-16 08:11:33+00,matrix,Nein,f,0,,,
135,v2_CSM,CSM,2026-01-16 08:11:33+00,research,Ja,t,4,7.0,7.0,10.0
136,v2_CSM,CSM,2026-01-19 11:50:23+00,matrix,Nein,f,0,,,
136,v2_CSM,CSM,2026-01-19 11:50:23+00,research,Ja,t,4,6.0,5.0,6.0
137,v2_CSM,CSM,2026-01-20 05:33:19+00,matrix,,,,,,
137,v2_CSM,CSM,2026-01-20 05:33:19+00,research,Ja,t,4,7.0,6.0,8.0
138,v2_CSM,CSM,2026-01-21 08:43:34+00,matrix,,,,,,
138,v2_CSM,CSM,2026-01-21 08:43:34+00,research,Ja,t,4,7.0,8.0,7.0
139,v2_CSM,CSM,2026-01-22 06:58:20+00,matrix,Nein,f,0,,,
139,v2_CSM,CSM,2026-01-22 06:58:20+00,research,Ja,t,4,9.0,8.0,8.0
140,v2_CSM,CSM,2026-02-04 06:05:41+00,matrix,,,,,,
140,v2_CSM,CSM,2026-02-04 06:05:41+00,research,Ja,t,4,8.0,8.0,9.0
141,v2_CSM,CSM,2026-02-10 05:34:22+00,matrix,,,,,,
141,v2_CSM,CSM,2026-02-10 05:34:22+00,research,Ja,t,4,5.0,7.0,4.0
142,v2_CSM,CSM,2026-02-12 23:27:53+00,matrix,Nein,f,0,,,
142,v2_CSM,CSM,2026-02-12 23:27:53+00,research,Ja,t,4,,6.0,8.0
143,v2_CSM,CSM,2026-02-24 06:09:56+00,matrix,,,,,,
143,v2_CSM,CSM,2026-02-24 06:09:56+00,research,Ja,t,4,6.0,6.0,5.0
10,v3_CSM,CSM,2026-03-03 11:11:15+00,editor,Nie,f,0,,,
10,v3_CSM,CSM,2026-03-03 11:11:15+00,matrix,Nie,f,0,,,
10,v3_CSM,CSM,2026-03-03 11:11:15+00,research,Einmal pro Woche,t,3,6.0,8.0,8.0
10,v3_CSM,CSM,2026-03-03 11:11:15+00,templates,Nie,f,0,,,
14,v3_CSM,CSM,2026-03-03 16:59:03+00,editor,Täglich,t,5,4.0,8.0,8.0
14,v3_CSM,CSM,2026-03-03 16:59:03+00,matrix,Nie,f,0,,,
14,v3_CSM,CSM,2026-03-03 16:59:03+00,research,Täglich,t,5,6.0,8.0,8.0
14,v3_CSM,CSM,2026-03-03 16:59:03+00,templates,Nie,f,0,,,
15,v3_CSM,CSM,2026-03-03 17:01:15+00,editor,Täglich,t,5,8.0,10.0,10.0
15,v3_CSM,CSM,2026-03-03 17:01:15+00,matrix,Nie,f,0,,,
15,v3_CSM,CSM,2026-03-03 17:01:15+00,research,Täglich,t,5,9.0,10.0,10.0
15,v3_CSM,CSM,2026-03-03 17:01:15+00,templates,Seltener,t,1,,,
16,v3_CSM,CSM,2026-03-04 07:45:55+00,editor,,,,,,
16,v3_CSM,CSM,2026-03-04 07:45:55+00,matrix,,,,,,
16,v3_CSM,CSM,2026-03-04 07:45:55+00,research,,,,,,
16,v3_CSM,CSM,2026-03-04 07:45:55+00,templates,,,,,,
18,v3_CSM,CSM,2026-03-04 16:39:48+00,editor,Einmal pro Woche,t,3,,,
18,v3_CSM,CSM,2026-03-04 16:39:48+00,matrix,Nie,f,0,,,
18,v3_CSM,CSM,2026-03-04 16:39:48+00,research,Mehrmals pro Woche,t,4,7.0,8.0,6.0
18,v3_CSM,CSM,2026-03-04 16:39:48+00,templates,Nie,f,0,,,
19,v3_CSM,CSM,2026-03-09 18:06:05+00,editor,Mehrmals pro Woche,t,4,1.0,2.0,2.0
19,v3_CSM,CSM,2026-03-09 18:06:05+00,matrix,Nie,f,0,,,
19,v3_CSM,CSM,2026-03-09 18:06:05+00,research,Täglich,t,5,2.0,2.0,4.0
19,v3_CSM,CSM,2026-03-09 18:06:05+00,templates,Nie,f,0,,,
20,v3_CSM,CSM,2026-03-12 10:24:02+00,editor,Mehrmals pro Woche,t,4,,8.0,8.0
20,v3_CSM,CSM,2026-03-12 10:24:02+00,matrix,Nie,f,0,,,
20,v3_CSM,CSM,2026-03-12 10:24:02+00,research,Mehrmals pro Woche,t,4,,10.0,8.0
20,v3_CSM,CSM,2026-03-12 10:24:02+00,templates,Einmal pro Woche,t,3,,,
21,v3_CSM,CSM,2026-03-12 12:26:15+00,editor,Nie,f,0,,,
21,v3_CSM,CSM,2026-03-12 12:26:15+00,matrix,Einmal im Monat,t,2,3.0,8.0,
21,v3_CSM,CSM,2026-03-12 12:26:15+00,research,Mehrmals pro Woche,t,4,7.0,8.0,10.0
21,v3_CSM,CSM,2026-03-12 12:26:15+00,templates,Nie,f,0,,,
22,v3_CSM,CSM,2026-03-12 13:12:20+00,editor,Täglich,t,5,9.0,8.0,10.0
22,v3_CSM,CSM,2026-03-12 13:12:20+00,matrix,Einmal pro Woche,t,3,,8.0,
22,v3_CSM,CSM,2026-03-12 13:12:20+00,research,Täglich,t,5,8.0,8.0,10.0
22,v3_CSM,CSM,2026-03-12 13:12:20+00,templates,Einmal pro Woche,t,3,,8.0,
23,v3_CSM,CSM,2026-03-12 15:49:21+00,editor,Nie,f,0,,,
23,v3_CSM,CSM,2026-03-12 15:49:21+00,matrix,Nie,f,0,,,
23,v3_CSM,CSM,2026-03-12 15:49:21+00,research,Einmal pro Woche,t,3,10.0,10.0,10.0
23,v3_CSM,CSM,2026-03-12 15:49:21+00,templates,Nie,f,0,,,
25,v3_CSM,CSM,2026-03-12 16:20:27+00,editor,Nie,f,0,,,
25,v3_CSM,CSM,2026-03-12 16:20:27+00,matrix,Nie,f,0,,,
25,v3_CSM,CSM,2026-03-12 16:20:27+00,research,Mehrmals pro Woche,t,4,9.0,10.0,10.0
25,v3_CSM,CSM,2026-03-12 16:20:27+00,templates,Nie,f,0,,,
26,v3_CSM,CSM,2026-03-13 08:01:44+00,editor,Nie,f,0,,,
26,v3_CSM,CSM,2026-03-13 08:01:44+00,matrix,Nie,f,0,,,
26,v3_CSM,CSM,2026-03-13 08:01:44+00,research,Einmal im Monat,t,2,,,
26,v3_CSM,CSM,2026-03-13 08:01:44+00,templates,Nie,f,0,,,
27,v3_CSM,CSM,2026-03-16 08:39:22+00,editor,Nie,f,0,,,
27,v3_CSM,CSM,2026-03-16 08:39:22+00,matrix,Nie,f,0,,,
27,v3_CSM,CSM,2026-03-16 08:39:22+00,research,Mehrmals pro Woche,t,4,6.0,8.0,6.0
27,v3_CSM,CSM,2026-03-16 08:39:22+00,templates,Nie,f,0,,,
28,v3_CSM,CSM,2026-03-16 10:06:31+00,editor,Nie,f,0,,,
28,v3_CSM,CSM,2026-03-16 10:06:31+00,matrix,Einmal pro Woche,t,3,,,
28,v3_CSM,CSM,2026-03-16 10:06:31+00,research,Nie,f,0,,,
28,v3_CSM,CSM,2026-03-16 10:06:31+00,templates,Nie,f,0,,,
29,v3_CSM,CSM,2026-03-17 08:06:16+00,editor,Einmal pro Woche,t,3,2.0,4.0,8.0
29,v3_CSM,CSM,2026-03-17 08:06:16+00,matrix,Nie,f,0,,,
29,v3_CSM,CSM,2026-03-17 08:06:16+00,research,Täglich,t,5,8.0,8.0,8.0
29,v3_CSM,CSM,2026-03-17 08:06:16+00,templates,Nie,f,0,,,
30,v3_CSM,CSM,2026-03-17 11:01:14+00,editor,Einmal pro Woche,t,3,7.0,8.0,8.0
30,v3_CSM,CSM,2026-03-17 11:01:14+00,matrix,Nie,f,0,,,
30,v3_CSM,CSM,2026-03-17 11:01:14+00,research,Mehrmals pro Woche,t,4,7.0,10.0,8.0
30,v3_CSM,CSM,2026-03-17 11:01:14+00,templates,Nie,f,0,,,
31,v3_CSM,CSM,2026-03-17 11:07:11+00,editor,Täglich,t,5,8.0,8.0,8.0
31,v3_CSM,CSM,2026-03-17 11:07:11+00,matrix,,,,,,
31,v3_CSM,CSM,2026-03-17 11:07:11+00,research,Täglich,t,5,10.0,10.0,8.0
31,v3_CSM,CSM,2026-03-17 11:07:11+00,templates,,,,,,
32,v3_CSM,CSM,2026-03-18 10:31:16+00,editor,Einmal pro Woche,t,3,4.0,4.0,4.0
32,v3_CSM,CSM,2026-03-18 10:31:16+00,matrix,Nie,f,0,,,
32,v3_CSM,CSM,2026-03-18 10:31:16+00,research,Mehrmals pro Woche,t,4,7.0,4.0,8.0
32,v3_CSM,CSM,2026-03-18 10:31:16+00,templates,Seltener,t,1,,,
33,v3_CSM,CSM,2026-03-18 15:33:54+00,editor,Einmal im Monat,t,2,,,
33,v3_CSM,CSM,2026-03-18 15:33:54+00,matrix,Nie,f,0,,,
33,v3_CSM,CSM,2026-03-18 15:33:54+00,research,Mehrmals pro Woche,t,4,5.0,8.0,8.0
33,v3_CSM,CSM,2026-03-18 15:33:54+00,templates,Nie,f,0,,,
34,v3_CSM,CSM,2026-03-19 08:46:37+00,editor,Nie,f,0,,,
34,v3_CSM,CSM,2026-03-19 08:46:37+00,matrix,Nie,f,0,,,
34,v3_CSM,CSM,2026-03-19 08:46:37+00,research,Mehrmals pro Woche,t,4,10.0,10.0,4.0
34,v3_CSM,CSM,2026-03-19 08:46:37+00,templates,,,,,,
39,v3_CSM,CSM,2026-03-23 10:59:31+00,editor,Nie,f,0,,,
39,v3_CSM,CSM,2026-03-23 10:59:31+00,matrix,Nie,f,0,,,
39,v3_CSM,CSM,2026-03-23 10:59:31+00,research,Mehrmals pro Woche,t,4,6.0,8.0,8.0
39,v3_CSM,CSM,2026-03-23 10:59:31+00,templates,Nie,f,0,,,
40,v3_CSM,CSM,2026-03-23 11:22:04+00,editor,Täglich,t,5,8.0,10.0,10.0
40,v3_CSM,CSM,2026-03-23 11:22:04+00,matrix,Nie,f,0,,,
40,v3_CSM,CSM,2026-03-23 11:22:04+00,research,Täglich,t,5,8.0,10.0,10.0
40,v3_CSM,CSM,2026-03-23 11:22:04+00,templates,Nie,f,0,,,
42,v3_CSM,CSM,2026-03-23 12:04:14+00,editor,Mehrmals pro Woche,t,4,7.0,8.0,8.0
42,v3_CSM,CSM,2026-03-23 12:04:14+00,matrix,Nie,f,0,,,
42,v3_CSM,CSM,2026-03-23 12:04:14+00,research,Mehrmals pro Woche,t,4,9.0,8.0,10.0
42,v3_CSM,CSM,2026-03-23 12:04:14+00,templates,,,,,,
44,v3_CSM,CSM,2026-03-23 13:07:19+00,editor,Einmal im Monat,t,2,,,
44,v3_CSM,CSM,2026-03-23 13:07:19+00,matrix,Nie,f,0,,,
44,v3_CSM,CSM,2026-03-23 13:07:19+00,research,Mehrmals pro Woche,t,4,7.0,8.0,10.0
44,v3_CSM,CSM,2026-03-23 13:07:19+00,templates,Nie,f,0,,,
43,v3_CSM,CSM,2026-03-23 13:07:37+00,editor,Einmal pro Woche,t,3,6.0,8.0,6.0
43,v3_CSM,CSM,2026-03-23 13:07:37+00,matrix,Nie,f,0,,,
43,v3_CSM,CSM,2026-03-23 13:07:37+00,research,Täglich,t,5,,8.0,8.0
43,v3_CSM,CSM,2026-03-23 13:07:37+00,templates,Seltener,t,1,,,
45,v3_CSM,CSM,2026-03-23 17:47:29+00,editor,Mehrmals pro Woche,t,4,8.0,8.0,8.0
45,v3_CSM,CSM,2026-03-23 17:47:29+00,matrix,Seltener,t,1,,,
45,v3_CSM,CSM,2026-03-23 17:47:29+00,research,Täglich,t,5,8.0,10.0,8.0
45,v3_CSM,CSM,2026-03-23 17:47:29+00,templates,Seltener,t,1,,,
46,v3_CSM,CSM,2026-03-24 07:29:01+00,editor,Nie,f,0,,,
46,v3_CSM,CSM,2026-03-24 07:29:01+00,matrix,Nie,f,0,,,
46,v3_CSM,CSM,2026-03-24 07:29:01+00,research,Täglich,t,5,9.0,8.0,10.0
46,v3_CSM,CSM,2026-03-24 07:29:01+00,templates,Nie,f,0,,,
49,v3_CSM,CSM,2026-03-26 13:36:46+00,editor,Einmal pro Woche,t,3,6.0,8.0,6.0
49,v3_CSM,CSM,2026-03-26 13:36:46+00,matrix,Nie,f,0,,,
49,v3_CSM,CSM,2026-03-26 13:36:46+00,research,Täglich,t,5,,8.0,6.0
49,v3_CSM,CSM,2026-03-26 13:36:46+00,templates,Nie,f,0,,,
